sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,two_year_recid
Male,32,African-American,0,1,0,0,7,-1.0,1.0,F,Felony Driving While Lic Suspd,0,0,1,1,7,0
Male,44,African-American,0,1,0,0,0,-1.0,1.0,M,DUI Level 0.15 Or Minor In Veh,0,0,1,1,0,0
Male,28,African-American,0,1,0,0,1,-90.0,90.0,F,Burglary Conveyance Assault/Bat,0,0,1,2,1,0
Male,60,African-American,0,1,0,0,3,-1.0,1.0,M,DUI - Enhanced,0,0,1,1,3,0
Male,49,Caucasian,0,1,0,0,0,0.0,1.0,F,Possession of Cocaine,0,0,1,1,0,0
Male,32,African-American,0,4,0,0,9,-59.0,60.0,F,Robbery W/Firearm,0,0,4,3,9,0
Male,30,African-American,0,4,0,0,10,0.0,0.0,M,Battery,1,1,4,5,10,1
Male,52,Caucasian,0,1,0,0,0,-1.0,1.0,F,Manufacture Cannabis,0,0,1,1,0,0
Female,27,African-American,0,10,0,0,1,,1056.0,M,Pos Cannabis W/Intent Sel/Del,0,0,10,9,1,0
Male,34,African-American,0,10,0,0,0,-1.0,1.0,F,Poss Wep Conv Felon,0,0,10,9,0,0
Male,55,African-American,0,4,0,0,5,-1.0,1.0,F,Felony Battery w/Prior Convict,1,1,4,1,5,1
Male,37,African-American,0,6,0,0,6,,552.0,M,Battery,0,0,6,5,6,0
Male,33,African-American,0,7,0,0,0,-1.0,1.0,M,Resist/Obstruct W/O Violence,0,0,7,7,0,0
Male,22,African-American,0,6,0,0,0,-1.0,1.0,F,Possession of Cannabis,1,0,6,6,0,1
Female,27,African-American,0,2,0,0,0,0.0,0.0,M,Assault,0,0,2,2,0,0
Male,20,African-American,0,5,0,2,0,-1.0,1.0,F,Uttering a Forged Instrument,1,0,5,7,0,1
Male,33,Caucasian,0,2,0,0,0,-1.0,1.0,F,Burglary Assault/Battery Armed,0,0,2,2,0,0
Male,26,African-American,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,2,0,0
Male,29,African-American,0,5,0,0,0,-1.0,1.0,M,DWLS Canceled Disqul 1st Off,0,0,5,2,0,0
Male,32,African-American,0,3,0,0,1,0.0,0.0,M,Driving Under The Influence,0,0,3,4,1,0
Male,37,Caucasian,0,1,0,0,4,0.0,0.0,M,Battery,0,0,1,1,4,0
Male,31,African-American,0,10,0,0,15,0.0,0.0,F,arrest case no charge,0,0,10,7,15,0
Male,29,African-American,0,8,0,0,6,-1.0,1.0,F,Driving While License Revoked,1,0,8,4,6,1
Male,31,African-American,0,4,0,0,6,0.0,0.0,F,arrest case no charge,0,0,4,2,6,0
Female,36,Caucasian,0,3,0,0,2,-1.0,1.0,F,Aggrav Battery w/Deadly Weapon,0,0,3,3,2,0
Male,35,African-American,0,6,0,0,4,-309.0,20.0,M,Poss Of Controlled Substance,0,0,6,7,4,0
Female,37,African-American,0,1,0,0,1,-11.0,11.0,F,Burglary With Assault/battery,0,0,1,1,1,0
Male,34,Caucasian,0,2,0,0,5,-1.0,43.0,M,Petit Theft,1,1,2,4,5,1
Male,20,Caucasian,0,5,0,0,1,-1.0,1.0,M,Assault,1,0,5,7,1,1
Female,50,African-American,0,6,0,0,12,316.0,289.0,M,Battery,1,1,6,3,12,1
Male,24,Caucasian,0,9,0,2,8,-1.0,1.0,F,Felony Petit Theft,1,0,9,10,8,1
Male,29,African-American,0,9,1,0,8,-1.0,1.0,M,Battery,1,0,9,5,8,1
Female,45,African-American,0,1,0,0,1,-4.0,4.0,F,Driving While License Revoked,0,0,1,1,1,0
Male,34,Caucasian,0,7,0,0,2,-1.0,1.0,F,arrest case no charge,1,0,7,6,2,1
Male,70,African-American,0,1,0,0,0,-1.0,1.0,M,Driving Under The Influence,0,0,1,1,0,0
Male,26,African-American,0,4,0,0,2,607.0,1157.0,F,arrest case no charge,0,0,4,4,2,0
Male,23,African-American,1,9,0,0,4,-1.0,1.0,F,arrest case no charge,0,0,9,9,4,0
Male,27,Caucasian,0,4,0,0,5,-12.0,12.0,M,Driving License Suspended,0,0,4,3,5,0
Male,44,Caucasian,0,6,0,0,6,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,6,2,6,1
Male,23,African-American,0,3,0,0,2,334.0,0.0,M,arrest case no charge,1,1,3,4,2,1
Male,26,African-American,0,5,0,0,0,-1.0,1.0,M,Battery,0,0,5,3,0,0
Female,23,Caucasian,0,6,0,0,2,-1.0,1.0,M,Battery,0,0,6,4,2,0
Male,27,African-American,0,9,0,0,3,-1.0,0.0,F,arrest case no charge,1,0,9,7,3,1
Female,46,Caucasian,0,2,0,0,1,-1.0,2.0,F,Felony Batt(Great Bodily Harm),1,1,2,1,1,0
Female,27,African-American,1,5,0,0,1,0.0,0.0,F,arrest case no charge,0,0,5,4,1,0
Male,45,Caucasian,0,2,0,0,7,-1.0,1.0,F,Felony Battery,0,0,2,2,7,0
Male,42,African-American,0,5,0,0,1,-12.0,12.0,M,arrest case no charge,0,0,5,2,1,0
Female,24,Caucasian,0,5,1,0,3,-1.0,1.0,M,Battery,1,0,5,5,3,1
Male,20,African-American,1,8,1,1,2,-1.0,1.0,F,arrest case no charge,1,0,8,7,2,1
Male,49,Caucasian,0,4,0,0,3,0.0,0.0,F,Possession of Cocaine,0,0,4,2,3,0
Male,29,Caucasian,0,9,0,0,8,149.0,146.0,M,arrest case no charge,1,0,9,7,8,1
Male,29,Hispanic,0,2,0,0,0,0.0,0.0,F,Carrying Concealed Firearm,0,0,2,2,0,0
Female,52,Caucasian,0,1,0,0,1,-8.0,8.0,F,Battery on Law Enforc Officer,0,0,1,1,1,0
Male,37,Hispanic,0,1,0,0,4,0.0,0.0,M,Battery,1,1,1,1,4,1
Male,26,African-American,0,3,0,0,1,-1.0,1.0,M,Battery,1,0,3,4,1,0
Male,53,African-American,0,1,0,0,15,-1.0,1.0,F,Felony Driving While Lic Suspd,1,0,1,2,15,1
Male,47,Hispanic,0,1,0,0,1,-27.0,27.0,F,arrest case no charge,0,0,1,1,1,0
Male,38,African-American,0,8,0,0,0,-1.0,1.0,M,Extradition/Defendants,1,0,8,8,0,1
Male,25,African-American,0,6,0,0,1,0.0,1.0,F,Possession of Cocaine,0,0,6,6,1,0
Male,21,African-American,1,10,0,0,1,-1.0,1.0,F,Burglary Conveyance Unoccup,1,1,10,9,1,1
Male,48,African-American,0,1,0,0,0,0.0,0.0,M,Battery,0,0,1,1,0,0
Female,40,Caucasian,0,2,0,0,1,-55.0,55.0,F,Possession of Cocaine,0,0,2,1,1,0
Female,24,Other,0,3,0,0,0,-1.0,1.0,F,Uttering a Forged Instrument,0,0,3,3,0,0
Male,22,African-American,0,4,0,0,0,-1.0,1.0,F,Burglary Dwelling Occupied,1,1,4,5,0,1
Male,36,African-American,0,8,0,0,4,,1.0,M,arrest case no charge,0,0,8,5,4,0
Male,38,Caucasian,0,2,0,0,2,0.0,1.0,M,Battery,0,0,2,1,2,0
Male,23,Other,0,3,0,0,0,0.0,0.0,F,Felony Battery (Dom Strang),1,0,3,4,0,1
Male,54,Other,0,1,0,0,2,-1.0,1.0,M,Battery,0,0,1,1,2,0
Male,24,Hispanic,0,4,0,0,1,0.0,0.0,F,arrest case no charge,0,0,4,4,1,0
Female,44,Caucasian,0,1,0,0,0,-1.0,1.0,M,Disorderly Conduct,1,1,1,1,0,1
Female,23,African-American,0,7,0,0,2,,1.0,F,Aggrav Battery w/Deadly Weapon,1,0,7,7,2,1
Male,64,Caucasian,0,1,0,0,0,-1.0,1.0,M,Operating W/O Valid License,0,0,1,1,0,0
Male,38,Caucasian,0,5,0,0,5,-18.0,18.0,M,Felony/Driving Under Influence,1,0,5,2,5,1
Female,45,Other,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Male,49,African-American,0,5,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,5,6,1,0
Female,45,African-American,0,7,0,0,3,,6594.0,F,Possession of Cocaine,0,0,7,2,3,0
Male,33,Asian,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Male,44,Hispanic,0,2,0,0,2,-1.0,1.0,F,Leaving the Scene of Accident,0,0,2,1,2,0
Male,51,African-American,0,1,0,0,3,-1.0,1.0,F,arrest case no charge,0,0,1,1,3,0
Male,50,African-American,0,1,0,0,0,0.0,0.0,F,Possession of Cocaine,0,0,1,1,0,0
Male,33,Caucasian,0,2,2,0,2,-22.0,22.0,M,Viol Injunct Domestic Violence,0,0,2,2,2,0
Female,54,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Male,28,Hispanic,0,5,0,0,3,-1.0,1.0,F,Possession of Cannabis,1,0,5,3,3,1
Male,33,Caucasian,0,9,0,1,14,-78.0,78.0,F,arrest case no charge,0,0,9,8,14,0
Male,42,African-American,0,7,0,0,17,-1.0,0.0,M,arrest case no charge,1,0,7,4,17,1
Male,34,Caucasian,0,1,0,0,3,-1.0,1.0,F,Driving While License Revoked,0,0,1,1,3,0
Male,38,Caucasian,0,3,0,0,2,-1.0,1.0,F,Corrupt Public Servant,1,0,3,3,2,1
Male,21,African-American,0,9,0,0,1,-1.0,1.0,F,Bribery Athletic Contests,1,1,9,8,1,1
Male,33,African-American,0,4,0,0,5,0.0,1.0,F,Felony Driving While Lic Suspd,0,0,4,2,5,0
Male,32,African-American,0,7,0,1,9,-1.0,1.0,M,arrest case no charge,1,1,7,4,9,1
Male,45,Caucasian,0,1,0,0,1,0.0,0.0,M,Battery,0,0,1,1,1,0
Male,30,Caucasian,0,8,0,0,1,-1.0,1.0,F,Possession Of Heroin,1,0,8,6,1,1
Female,29,African-American,0,10,0,0,0,-1.0,1.0,F,Agg Battery Grt/Bod/Harm,0,0,10,7,0,0
Male,44,African-American,0,3,0,0,3,-86.0,1.0,M,Driving License Suspended,0,0,3,1,3,0
Female,51,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,1,0,1,1,0,1
Female,28,African-American,0,3,0,0,0,-1.0,1.0,F,Aggravated Assault W/Dead Weap,0,0,3,3,0,0
Male,27,Caucasian,0,3,0,0,1,-1.0,1.0,F,Possession of Cannabis,0,0,3,2,1,0
Male,28,Hispanic,0,10,0,0,16,-1.0,1.0,F,Possession Of Heroin,1,0,10,8,16,1
Female,30,African-American,0,2,0,0,0,0.0,1.0,F,Grand Theft on 65 Yr or Older,0,0,2,3,0,0
Male,32,African-American,0,7,0,0,0,-1.0,1.0,M,Battery,0,0,7,2,0,0
Male,27,Caucasian,0,4,0,0,5,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,4,3,5,0
Male,21,Hispanic,0,5,0,0,1,-1.0,1.0,F,Battery on Law Enforc Officer,1,0,5,7,1,1
Male,21,African-American,0,5,0,0,0,-1.0,1.0,F,Burglary Structure Unoccup,0,0,5,7,0,0
Female,34,Caucasian,0,3,0,0,0,-1.0,1.0,F,Tamper With Witness/Victim/CI,1,0,3,2,0,1
Male,24,African-American,0,9,0,0,7,-1.0,1.0,F,Crim Attempt/Solic/Consp,1,0,9,6,7,1
Male,32,Caucasian,0,1,0,0,0,-1.0,1.0,M,Driving License Suspended,0,0,1,1,0,0
Female,38,Caucasian,0,6,0,0,5,-1.0,1.0,F,arrest case no charge,1,0,6,4,5,1
Male,56,African-American,0,1,0,0,3,-28.0,28.0,M,arrest case no charge,0,0,1,1,3,0
Female,44,African-American,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Male,31,African-American,0,5,0,0,1,-1.0,1.0,M,DWLS Canceled Disqul 1st Off,1,0,5,2,1,1
Female,25,Caucasian,0,7,0,0,6,-1.0,0.0,F,arrest case no charge,0,0,7,4,6,0
Female,20,African-American,0,5,0,0,0,-1.0,1.0,M,Battery,0,0,5,7,0,0
Male,35,African-American,0,5,0,0,1,-1.0,4272.0,M,Battery,0,0,5,5,1,0
Male,33,African-American,0,4,0,0,1,-1.0,1.0,F,Agg Battery Grt/Bod/Harm,1,0,4,3,1,1
Male,24,African-American,0,3,0,0,0,-1.0,1.0,M,Battery,0,0,3,4,0,0
Female,40,Hispanic,0,2,0,0,2,-7.0,7.0,M,arrest case no charge,0,0,2,1,2,0
Male,27,African-American,0,9,0,0,9,0.0,0.0,F,Poss Pyrrolidinovalerophenone,1,0,9,8,9,1
Female,21,African-American,0,3,0,0,2,-72.0,12.0,M,Petit Theft,0,0,3,5,2,0
Male,38,African-American,0,5,0,0,9,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,1,5,4,9,1
Male,20,Caucasian,0,6,0,1,0,-1.0,1.0,F,Grand Theft Dwell Property,1,0,6,9,0,1
Male,30,African-American,0,3,0,0,9,-1.0,1.0,F,Driving While License Revoked,1,0,3,2,9,1
Male,36,Caucasian,0,6,0,0,9,0.0,0.0,F,arrest case no charge,1,1,6,4,9,1
Male,23,African-American,0,9,0,0,2,-1.0,1.0,M,Viol Injunct Domestic Violence,1,0,9,9,2,1
Male,39,African-American,0,10,0,0,21,-1.0,1.0,F,Driving While License Revoked,1,0,10,8,21,1
Male,32,African-American,0,6,0,0,3,,653.0,M,Resist/Obstruct W/O Violence,0,0,6,3,3,0
Male,29,Caucasian,0,6,0,0,3,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,6,3,3,1
Male,58,Caucasian,0,1,0,0,2,-1.0,1.0,M,Viol Injunct Domestic Violence,1,0,1,1,2,1
Male,23,Hispanic,0,7,0,1,2,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,7,5,2,0
Male,23,Caucasian,0,8,0,0,3,-1.0,1.0,M,Petit Theft,1,1,8,6,3,1
Female,68,African-American,0,2,0,0,5,-4.0,4.0,F,Possession of Cocaine,0,0,2,1,5,0
Female,26,Caucasian,0,5,0,0,2,0.0,0.0,M,Battery,0,0,5,4,2,0
Male,51,African-American,0,4,0,0,0,-1.0,1.0,F,Possession of Cocaine,1,1,4,1,0,1
Male,25,African-American,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,3,0,0
Male,40,African-American,0,9,0,0,5,0.0,1.0,F,Felony Driving While Lic Suspd,1,0,9,10,5,1
Male,51,African-American,0,5,0,0,14,-11.0,11.0,F,arrest case no charge,0,0,5,2,14,0
Male,27,African-American,0,5,0,0,2,-1.0,1.0,M,Prowling/Loitering,1,0,5,3,2,1
Male,49,African-American,0,5,0,0,11,-1.0,1.0,M,Viol Prot Injunc Repeat Viol,1,0,5,4,11,1
Male,36,Other,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Male,28,Caucasian,0,7,0,0,5,-76.0,183.0,M,arrest case no charge,0,0,7,6,5,0
Male,20,African-American,0,3,0,0,0,-4.0,5.0,F,Burglary Dwelling Assault/Batt,0,0,3,6,0,0
Male,21,African-American,0,10,0,0,2,0.0,0.0,F,Possession of Cocaine,1,0,10,6,2,1
Female,31,African-American,0,2,0,0,0,0.0,1.0,F,Agg Battery Grt/Bod/Harm,0,0,2,2,0,0
Male,57,African-American,0,1,0,0,0,0.0,0.0,M,Battery,0,0,1,1,0,0
Female,61,Caucasian,0,3,0,0,8,0.0,1.0,F,Resist Officer w/Violence,1,0,3,1,8,1
Male,35,Hispanic,0,1,0,0,3,-23.0,23.0,F,Burglary Structure Unoccup,1,1,1,2,3,1
Male,54,African-American,0,6,0,0,3,-1.0,1.0,F,arrest case no charge,1,0,6,3,3,1
Male,39,Caucasian,0,3,0,0,0,-1.0,1.0,F,Possession of Cocaine,0,0,3,2,0,0
Male,24,African-American,0,7,1,0,1,-1.0,1.0,F,Possession of Cocaine,0,0,7,7,1,0
Female,29,Hispanic,0,4,0,0,0,-1.0,1.0,F,Aggrav Battery w/Deadly Weapon,1,1,4,2,0,1
Male,48,African-American,0,9,0,1,8,-1.0,1.0,F,Possession of Cocaine,1,0,9,4,8,1
Male,30,African-American,0,7,0,1,6,0.0,0.0,M,Resist/Obstruct W/O Violence,1,0,7,3,6,1
Male,26,African-American,0,10,1,0,10,-1.0,1.0,F,Possession of Cocaine,1,0,10,10,10,1
Male,36,Caucasian,0,5,0,0,2,,1219.0,F,arrest case no charge,0,0,5,3,2,0
Male,37,African-American,0,9,0,0,12,0.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,9,8,12,1
Male,26,African-American,0,6,0,0,4,0.0,1.0,F,Burglary Dwelling Occupied,1,1,6,3,4,1
Male,29,African-American,0,10,0,0,7,0.0,0.0,M,Petit Theft,1,0,10,9,7,1
Male,26,African-American,0,6,0,0,1,-1.0,1.0,M,Viol Pretrial Release Dom Viol,1,0,6,5,1,1
Male,60,African-American,0,1,0,0,2,0.0,1.0,F,Possession of Cocaine,0,0,1,1,2,0
Male,27,Caucasian,0,7,0,0,2,-1.0,1.0,F,Poss/Sell/Del/Man Amobarbital,1,0,7,6,2,1
Male,41,African-American,2,7,0,0,16,379.0,1.0,F,Grand Theft in the 3rd Degree,1,0,7,5,16,1
Male,22,Caucasian,0,6,0,1,1,-1.0,1.0,F,Poss Contr Subst W/o Prescript,0,0,6,7,1,0
Male,28,African-American,0,7,0,0,3,0.0,0.0,F,arrest case no charge,0,0,7,8,3,0
Male,33,African-American,0,6,0,0,13,0.0,1.0,F,Carrying Concealed Firearm,1,0,6,4,13,1
Male,28,African-American,0,2,0,0,2,-1.0,1.0,F,arrest case no charge,1,0,2,3,2,0
Male,55,Caucasian,0,1,0,0,0,-1.0,2.0,M,Battery,1,1,1,1,0,1
Male,21,African-American,0,8,1,0,6,-19.0,1.0,F,Burglary Unoccupied Dwelling,1,0,8,7,6,1
Male,28,Hispanic,0,3,0,0,2,-1.0,1.0,F,Kidnapping / Domestic Violence,1,1,3,2,2,1
Female,22,Hispanic,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,4,0,0
Female,29,Caucasian,0,7,0,0,6,-2.0,2.0,F,Possession of Cocaine,1,0,7,2,6,1
Male,45,African-American,0,1,0,0,5,230.0,233.0,F,Felony/Driving Under Influence,0,0,1,1,5,0
Male,24,African-American,0,8,0,0,2,0.0,1.0,M,Tresspass Struct/Conveyance,1,0,8,6,2,1
Male,50,African-American,0,1,0,0,12,-22.0,22.0,F,Possession of Cocaine,1,0,1,1,12,1
Male,24,African-American,0,6,0,0,1,-1.0,1.0,M,Battery,1,1,6,6,1,1
Male,47,African-American,0,2,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,2,3,1,0
Male,57,Caucasian,0,1,0,0,1,,1697.0,M,Battery,0,0,1,1,1,0
Male,54,Caucasian,0,1,0,0,6,0.0,0.0,F,Aggravated Battery / Pregnant,0,0,1,1,6,0
Female,42,Caucasian,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,1,0,0
Male,35,Caucasian,0,3,0,0,5,-20.0,20.0,F,Cruelty to Animals,0,0,3,2,5,0
Male,30,African-American,0,4,0,0,0,-1.0,1.0,F,Driving While License Revoked,1,0,4,2,0,1
Male,53,Caucasian,0,1,0,0,1,-1.0,1.0,F,Dealing in Stolen Property,0,0,1,1,1,0
Female,31,African-American,0,3,0,0,2,-1.0,1.0,M,Exposes Culpable Negligence,0,0,3,2,2,0
Male,83,Caucasian,0,1,0,0,4,,1423.0,F,arrest case no charge,0,0,1,1,4,0
Male,46,Hispanic,0,6,0,0,15,,119.0,F,Uttering a Forged Instrument,0,0,6,7,15,0
Male,31,African-American,0,2,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,2,2,0,1
Male,23,Other,0,10,0,0,4,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,10,10,4,0
Male,47,African-American,0,4,0,0,9,-1.0,1.0,F,Felony Battery w/Prior Convict,1,0,4,2,9,0
Male,31,Hispanic,0,6,0,0,4,,1.0,F,Agg Fleeing and Eluding,0,0,6,2,4,0
Male,50,African-American,0,8,0,0,0,,,M,,0,0,8,5,0,0
Male,24,African-American,0,9,1,0,9,-1.0,1.0,M,Operating W/O Valid License,1,0,9,5,9,1
Female,22,African-American,0,9,1,0,2,-1.0,1.0,F,Aggrav Battery w/Deadly Weapon,0,0,9,8,2,0
Male,45,Hispanic,0,1,0,0,1,-22.0,22.0,M,Possess Cannabis/20 Grams Or Less,0,0,1,1,1,0
Female,30,African-American,0,2,0,0,2,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,2,2,2,0
Male,30,Other,0,8,0,0,5,-1.0,30.0,M,arrest case no charge,1,0,8,3,5,1
Male,36,African-American,0,2,0,0,4,,2588.0,M,Driving License Suspended,0,0,2,3,4,0
Female,43,Caucasian,0,10,0,0,22,-1.0,1.0,M,Trespass Private Property,1,0,10,4,22,1
Male,50,African-American,0,1,0,0,0,0.0,1.0,M,Battery,0,0,1,1,0,0
Female,24,Other,0,4,0,0,2,-1.0,1.0,F,Possession Of Methamphetamine,1,1,4,3,2,1
Female,42,Caucasian,0,5,0,0,3,-3.0,3.0,F,False Ownership Info/Pawn Item,0,0,5,1,3,0
Female,29,Caucasian,0,7,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,7,5,1,1
Female,28,Hispanic,0,3,0,0,2,,597.0,F,Burglary Conveyance Unoccup,0,0,3,3,2,0
Male,31,Hispanic,0,1,0,0,0,0.0,0.0,M,Assault,0,0,1,1,0,0
Male,25,African-American,0,9,0,0,5,-1.0,1.0,F,arrest case no charge,1,1,9,6,5,1
Male,36,African-American,0,5,0,0,4,0.0,1.0,F,Aggrav Battery w/Deadly Weapon,0,0,5,3,4,0
Male,24,African-American,0,5,0,0,1,-1.0,1.0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,0,5,7,1,1
Male,28,Caucasian,0,5,0,0,5,0.0,0.0,F,Driving While License Revoked,0,0,5,4,5,0
Male,31,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,1,1,1,1,0,1
Male,23,African-American,0,4,0,0,0,-1.0,1.0,F,Aggravated Assault W/dead Weap,0,0,4,6,0,0
Male,29,Caucasian,0,6,0,0,4,-1.0,1.0,M,Viol Injunct Domestic Violence,1,1,6,3,4,1
Male,51,African-American,0,5,0,0,11,-1.0,1.0,M,Petit Theft $100- $300,1,0,5,7,11,1
Male,34,African-American,0,5,0,0,1,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,5,3,1,0
Male,29,African-American,0,2,0,0,12,0.0,0.0,F,Driving While License Revoked,1,0,2,4,12,1
Male,39,African-American,0,10,1,0,13,-1.0,1.0,F,Possession of Cocaine,1,0,10,6,13,1
Female,36,Hispanic,0,2,0,0,0,0.0,1.0,M,Burglary Structure Unoccup,0,0,2,1,0,0
Male,59,African-American,0,6,0,0,15,-1.0,1.0,M,arrest case no charge,1,0,6,2,15,1
Male,23,African-American,0,8,0,2,3,-1.0,1.0,F,Grand Theft (Motor Vehicle),1,1,8,8,3,1
Male,31,African-American,0,8,0,0,15,0.0,1.0,F,Felony Driving While Lic Suspd,0,0,8,3,15,0
Male,53,Caucasian,0,1,0,0,0,0.0,0.0,M,Resist/Obstruct W/O Violence,0,0,1,1,0,0
Male,34,African-American,0,7,0,0,12,0.0,1.0,F,Unauth C/P/S Sounds>1000/Audio,0,0,7,5,12,0
Female,63,African-American,0,1,0,0,1,0.0,1.0,F,Possession of Cannabis,0,0,1,1,1,0
Male,21,Other,0,4,0,0,0,-1.0,1.0,F,Tampering With Physical Evidence,1,0,4,6,0,1
Female,21,African-American,0,7,0,0,0,0.0,0.0,F,Possession Of Alprazolam,1,1,7,6,0,1
Male,47,Caucasian,0,9,0,0,28,-1.0,1.0,F,Corrupt Public Servant,1,0,9,3,28,1
Male,34,African-American,0,5,0,0,7,0.0,1.0,F,Possession of Cocaine,1,0,5,2,7,1
Male,43,African-American,0,1,0,0,1,,1385.0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,0,1,1,1,0
Male,58,Caucasian,0,5,0,0,4,0.0,0.0,F,Felony Petit Theft,1,1,5,3,4,1
Female,40,Hispanic,0,3,0,0,4,0.0,0.0,F,Grand Theft (Motor Vehicle),1,0,3,1,4,1
Male,36,African-American,3,8,0,0,16,-8.0,8.0,F,arrest case no charge,1,0,8,7,16,1
Female,23,African-American,0,4,0,0,0,-1.0,1.0,M,Battery,1,1,4,4,0,0
Male,34,African-American,0,2,0,0,5,-1.0,1.0,F,Possession Burglary Tools,1,0,2,1,5,1
Male,56,Caucasian,0,2,0,0,13,-13.0,13.0,F,arrest case no charge,0,0,2,1,13,0
Female,52,Caucasian,0,1,0,0,0,-6.0,6.0,F,Aggrav Battery w/Deadly Weapon,0,0,1,1,0,0
Male,56,African-American,0,2,0,0,0,-1.0,1.0,F,False Imprisonment,0,0,2,1,0,0
Female,37,African-American,0,1,0,0,0,-1.0,1.0,M,Exposes Culpable Negligence,0,0,1,1,0,0
Female,50,Caucasian,0,1,0,0,0,0.0,1.0,M,Battery,0,0,1,1,0,0
Male,25,African-American,0,2,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,2,3,1,1
Male,22,African-American,0,5,0,0,0,-1.0,1.0,F,Possession of Cocaine,1,1,5,5,0,1
Female,43,Caucasian,0,1,0,0,0,0.0,0.0,M,Battery,1,1,1,1,0,1
Male,30,Caucasian,0,2,0,0,1,-1.0,1.0,M,Battery,0,0,2,2,1,0
Male,29,Asian,0,1,0,0,0,-1.0,1.0,F,Battery on a Person Over 65,0,0,1,2,0,0
Male,24,Caucasian,0,2,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,2,3,0,0
Male,29,African-American,0,8,0,0,7,-1.0,1.0,M,Battery,1,1,8,3,7,1
Female,27,Caucasian,0,3,0,0,3,,19.0,F,Possession Of Amphetamine,0,0,3,3,3,0
Female,24,Caucasian,0,4,0,0,0,-2.0,2.0,F,Possession Of Heroin,0,0,4,5,0,0
Female,74,African-American,0,1,0,0,0,-1.0,1.0,F,Felony Petit Theft,0,0,1,1,0,0
Male,27,African-American,0,7,0,1,8,0.0,1.0,M,arrest case no charge,1,1,7,5,8,1
Male,37,Hispanic,0,2,0,0,1,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,2,1,1,1
Male,39,African-American,0,10,1,1,8,197.0,0.0,F,Possession of Cocaine,1,0,10,9,8,1
Male,29,Caucasian,0,2,0,0,5,0.0,0.0,F,Driving While License Revoked,0,0,2,3,5,0
Male,25,African-American,0,3,0,0,0,,2.0,M,Unlaw Use False Name/Identity,1,0,3,4,0,1
Female,35,African-American,0,3,0,0,5,-1.0,1.0,F,Neglect Child / No Bodily Harm,0,0,3,3,5,0
Male,29,African-American,0,6,0,0,1,-1.0,1.0,M,Battery,1,0,6,5,1,1
Male,36,Caucasian,0,2,0,0,1,-1.0,0.0,F,arrest case no charge,0,0,2,1,1,0
Male,61,African-American,0,4,0,0,13,64.0,279.0,F,Possession of Cocaine,1,0,4,2,13,1
Male,26,Caucasian,0,4,0,0,2,0.0,1.0,F,Carrying Concealed Firearm,0,0,4,7,2,0
Male,28,African-American,0,5,0,0,1,,1248.0,M,Resist/Obstruct W/O Violence,0,0,5,5,1,0
Female,26,African-American,0,5,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,5,4,1,0
Female,39,Caucasian,0,6,1,0,11,-1.0,1.0,F,Felony Petit Theft,1,0,6,3,11,1
Male,22,African-American,0,4,1,0,3,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,4,6,3,1
Male,28,Caucasian,0,3,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,3,2,0,0
Male,51,Caucasian,0,1,0,0,1,-2.0,2.0,F,Possession Of Alprazolam,1,1,1,1,1,1
